lng,num_ratings,tid,name,rating,features,elevGain,lat,elevMax,kml,length
-118.9322,5,virginia-lilly,"Virginia Lilly",2.6,md,900,48.8113,4270,,3.5
-122.2905,3,washington-park-arboretum,"Washington Park Arboretum",2.7,ofmkd,50,47.6416,150,,5.0
-123.3276,13,wagonwheel-lake,"Wagonwheel Lake",2.9,,3200,47.5161,4100,,5.8
-121.7006,9,welcome-pass,"Welcome Pass and the High Divide",3.1,omvsp,3400,48.9136,5850,,8.0
-120.4181,4,war-creek,"War Creek",3.0,,,48.3648,,,
-122.6088,0,vendovi-island-trails,"Vendovi Island Trails",0.0,cv,100,48.6084,,,3.0
-120.1323,1,twisp-river-rearing-ponds,"Twisp River Rearing Ponds",4.0,rak,0,48.3657,,,1.0
-120.8940,4,upper-roaring-creek,"Upper Roaring Creek",2.5,lfved,,47.7510,6050,,3.0
-120.9032,4,way-creek,"Way Creek",3.8,,,47.3414,,,
-121.4299,4,wagon-road-1,"Wagon Road",3.8,,,47.4255,,,
-120.5722,4,upper-mad-river,"Upper Mad River",2.0,,,47.8362,,,
-121.6782,10,wallace-falls-lake-loop,"Wallace Falls - Lake Loop",3.2,rlwed,1544,47.8670,1844,,9.0
-121.4707,2,weldon-wagon-road,"Weldon Wagon Road",2.0,mk,1290,45.8001,1900,,5.4
-121.4713,5,walupt-creek-loop,"Walupt Lake and Walupt Creek",3.6,lvpe,1800,46.4231,5800,,12.0
-121.0741,1,welldiggers-ass,"Welldigger's Ass",4.0,,,47.7725,,,
-121.6408,13,walt-bailey-to-bald-mountain,"Cutthroat Lakes via Walt Bailey Trail",4.1,lfmvsek,2300,48.0237,4700,,10.0
-120.9465,5,upper-lyman-lake,"Upper Lyman Lake",3.2,,,48.1975,,,
-123.0120,1,welch-peaks,"Welch Peaks",5.0,omvsp,3300,47.8592,6100,,9.0
-120.8724,0,volcanic-neck,"Volcanic Neck",0.0,,,47.3900,,,
-121.1038,8,waptus-river,"Waptus River",3.0,rlmvped,560,47.4092,3120,,22.0
-120.6581,6,washington-pass-overlook,"Washington Pass Overlook",2.8,vkd,,48.5245,,,0.2
-121.4922,3,w-granite-mt,"West Granite Mountain",2.0,,,47.4235,,,
-118.9532,1,wallula-gap,"Wallula Gap Overlook",1.0,rm,780,46.0635,1150,,6.3
-120.6506,0,wallaby-peak-7995,"Wallaby Peak",0.0,sp,2900,48.5269,7995,,6.0
-121.6780,176,wallace-falls,"Wallace Falls State Park",4.0,rlwovkd!,1300,47.8669,1500,,5.6
-121.4790,11,vesper-peak,"Vesper Peak",4.3,rlmvspd,4200,48.0371,6214,,8.0
-121.7071,3,unicorn-creek-1,"Unicorn Peak",2.0,lvse,2397,46.7678,6971,,4.8
-120.9499,4,upper-icicle-creek,"Upper Icicle Creek",3.2,oekd,400,47.6125,3200,,10.0
-123.6006,5,upper-lake-mills,"Upper Lake Mills",2.6,rl,400,48.0029,,,0.8
-121.9475,4,upper-falls-creek,"Upper Falls Creek Trail",2.2,oa,1100,45.9080,2400,,5.0
-120.6435,10,umtanum-creek-falls,"Umtanum Creek Falls",3.5,wmvak!,700,46.8996,2000,,3.0
-121.3597,7,union-creek,"Union Creek",2.9,woad,2500,46.9332,5900,,14.0
-123.1938,5,upper-gray-wolf-river,"Slab Camp Creek and Gray Wolf River",3.6,romekd,1100,47.9654,2540,,5.5
-121.7823,15,van-trump-park,"Van Trump Park",4.1,rwmvp,2150,46.7790,5850,,6.0
-121.0826,0,union-peak,"Union Peak",0.0,,1096,47.8112,5696,,
-123.1456,19,upper-lena-lake,"Upper Lena Lake",4.2,lwomvae,3900,47.6009,4600,,14.0
-122.4777,1,upland-trail-breazeale-interpretive-center,"Breazeale Interpretive Center",3.0,cak,,48.4837,,,1.5
-119.3557,4,umatilla-rock-monument-coulee,"Umatilla Rock - Monument Coulee",3.2,lma!,100,47.5855,,,5.0
-122.2906,0,union-bay-nature-area,"Union Bay Nature Area",0.0,lvakd,,47.6580,,,1.5
-120.6435,6,umtanum-ridge-crest,"Umtanum Ridge Crest",3.2,mvsapd,2400,46.8996,3480,,6.0
-120.4833,21,umtanum-creek-canyon,"Umtanum Creek Canyon",3.5,rfmakd,500,46.8554,1800,,6.5
-120.5703,4,wilson-creek-2,"Wilson Creek",3.5,romvd,220,47.2289,5860,,5.6
-123.9651,4,willapa-national-wildlife-refuge-bear-river,"Willapa National Wildlife Refuge - Bear River",4.0,wa,,46.3768,10,,3.5
-120.4672,4,williams-creek,"Williams Creek",3.8,l,,48.3972,,,
-121.6358,17,winchester-mountain,"Winchester Mountain",4.2,lmvsap,1300,48.9526,6521,,3.4
-123.9400,5,willapa-national-wildlife-refuge-long-island,"Willapa National Wildlife Refuge - Art Walk",2.8,loa,435,46.4122,225,,5.8
-123.8455,4,willaby-creek,"Willaby Creek",3.0,,,47.4670,,,
-121.3420,2,willard-springs-trail,"Willard Springs Trail",3.0,mvakd,,45.9654,,,2.0
-121.9791,4,west-tiger-2,"West Tiger 2",2.2,vs,2300,47.5305,2757,,7.8
-120.5653,5,west-fork-methow-river,"West Fork Methow River",3.6,,,48.6492,,,
-122.0624,6,west-peak,"West Peak",2.5,vakd,,47.5056,,,
-120.9161,4,west-fork-agnes-creek,"West Fork Agnes Creek",3.5,rf,,48.3428,,,17.0
-121.6437,5,white-river-to-sunrise,"White River to Sunrise",2.6,ae,2100,46.9021,6400,,6.0
-119.3893,4,white-bluffs-south,"White Bluffs - South Slope",2.8,rma!,530,46.6388,900,,10.0
-123.5844,6,whiskey-bend-to-low-divide,"Whiskey Bend to Low Divide",2.5,,,47.9643,,,
-123.1471,0,westcott-bay-nature-reserve-and-sculpture-park,"Westcott Bay Nature Reserve and Sculpture Park",0.0,k,,48.6105,,,
-121.5170,4,white-pass-chinook-pass-pct-200,"Pacific Crest Trail (PCT) Section I.1 - White Pass - Chinook Pass",3.5,lmvs,2200,46.8745,,,28.0
-121.9436,4,whistle-punk,"Whistle Punk Trail",2.5,omakd,70,45.8101,1200,,1.5
-121.8566,3,westside-road,"Westside Road",1.3,rov,,46.7354,,,11.0
-123.5959,5,west-elwha,"West Elwha",3.8,rmak,500,48.0318,650,,6.4
-122.6950,0,whipple-creek-park,"Whipple Creek Park",0.0,fkd,110,45.7451,200,,3.1
-120.9339,2,wenatchee-ridge-snowshoe,"Wenatchee Ridge Snowshoe",3.0,rv!,2000,47.8508,4000,,11.0
-121.9957,6,west-tiger-railroad-grade,"West Tiger Railroad Grade",2.0,om,1600,47.5296,2000,,10.0
-122.0904,8,wilderness-peak,"Wilderness Peak Loop",2.8,wofmsapkd,1200,47.5093,1598,,4.0
-121.0064,4,west-fork-teanaway-river,"West Fork Teanaway River",2.8,rmvapekd,2800,47.2915,5750,,9.6
-123.7318,5,west-fork-humptulips-river,"West Fork Humptulips River",2.0,ovapd,700,47.4572,1000,,10.0
-120.6025,4,whistling-pig-meadow,"Whistling Pig Meadow",1.8,rmae,1300,47.8440,5650,,11.4
-124.1041,0,westport-light-trail,"Westport Light Trail",0.0,cakd,,46.8901,,,5.0
-122.8277,2,wildcat-trail,"Green Mountain - Wildcat Trail",4.5,fvsed,1900,47.5519,1639,,9.5
-120.0944,6,whiskey-dick-wildlife-area,"Whiskey Dick Wildlife Area",3.0,mvsakd,1750,46.9607,3850,,8.0
-120.6752,4,west-fork-pasayten-river,"West Fork Pasayten River",3.8,rmvpe,2400,48.7338,7200,,33.0
-120.9437,4,white-river,"White River",2.5,,,47.9631,,,
-122.1268,0,whitehorse-trail-arlington-to-trafton,"Whitehorse Trail - Arlington to Trafton",0.0,,,48.2007,,,
-121.6548,0,white-salmon-road-snowshoe,"White Salmon Road Snowshoe",0.0,vp,,48.8664,,,5.0
-120.0944,0,whiskey-dick-wildlife-area-backcountry-trail,"Whiskey Dick Wildlife Area - Backcountry Trail",0.0,d,80,46.9607,,,0.8
-119.4236,0,whistler-canyon-trail,"Whistler Canyon Trail",0.0,rlwofmvsaekd,3000,48.9030,3930,,24.0
-122.0770,5,west-access,"West Access Trail",2.4,vakd,800,47.5143,1340,,1.1
-122.0829,5,west-crater,"West Crater",1.8,v,400,45.8785,4000,,1.6
-121.9794,5,west-tiger-1,"West Tiger No. 1 via Fred's Corner",3.2,fmvsad!,2450,47.5304,2948,,7.0
-122.6195,3,west-beach-deception-pass-state-park,"Deception Pass State Park - West Beach Sand Dunes",4.3,cmvakd,,48.4035,,,1.2
-121.3976,4,west-fork-miller-river,"West Fork Miller River",3.2,,,47.6719,,,
-123.1688,6,west-fork-dosewallips-river,"West Fork Dosewallips River",4.3,rwoe,1400,47.7365,1800,,15.8
-122.0819,8,whittier-ridge-lakes-loop,"Whittier Ridge-Lakes Loop",3.9,lmvpe,2600,46.3045,5840,,14.3
-121.4262,1,white-chuck-mountain,"White Chuck Mountain",3.0,,,48.2124,,,
-120.4349,0,wenatchee-mountain,"Wenatchee Mountain",0.0,vs,,47.2811,,,
-119.9643,6,wild-horses-monument,"Wild Horses Monument",2.3,rm,150,46.9646,1300,,0.4
-120.9413,2,white-river-snowshoe,"White River Snowshoe",2.5,rvk!,400,47.9610,3200,,4.0
-120.0944,0,whiskey-dick-wildlife-area-ridgeline-solar-trail,"Whiskey Dick Wildlife Area - Ridgeline Solar Trail",0.0,rvsd,320,46.9607,3873,,2.4
-122.6049,9,whistle-lake,"Whistle Lake",4.2,lmakd,200,48.4631,580,,3.7
-121.7065,3,whitehorse-rail-trail,"Whitehorse Trail - Swede Heaven to Darrington",3.7,rvakd,0,48.2702,150,,6.0
-120.6734,9,westberg-trail,"Westberg Trail",3.8,mvap!,1800,47.0593,3560,,4.0
-121.5864,6,west-defiance,"West Defiance - Putrid Pete's Peak",3.8,mvsp,3020,47.4267,5220,,6.8
-121.4670,10,white-chuck-bench,"White Chuck Bench",2.7,rmvpkd!,,48.1705,,,5.0
-122.1118,0,weona-park-bellevue,"Weowna Park",0.0,ofakd,600,47.6085,320,,3.5
-121.9956,22,west-tiger-3,"West Tiger 3",3.3,ova,2100,47.5296,2525,,5.0
-120.0944,0,whiskey-dick-wildlife-area-bluebird-trail,"Whiskey Dick Wildlife Area - Bluebird Trail",0.0,mvad,315,46.9607,,,1.7
-121.3617,5,whatcom-pass,"Whatcom Pass",2.8,,,48.8750,,,
-122.4280,3,whatcom-creek,"Whatcom Falls Park",4.3,rlwakd,50,48.7525,,,4.0
-120.7349,0,wenatchee-river-road,"Wenatchee River Road",0.0,,,47.6875,,,
-120.3368,4,west-fork-buttermilk-river,"West Fork Buttermilk",3.2,rfved,,48.3111,7480,,19.0
-122.3293,6,west-hylebos-wetlands,"West Hylebos Wetlands",2.8,lfak,0,47.2898,70,,1.7
-118.7678,5,white-mountain,"White Mountain via Kettle Crest Trail South",3.2,vsd,1500,48.8832,6921,,28.0
-119.4445,10,white-bluffs-north,"Hanford Reach - North",3.6,rma!,500,46.6772,725,,7.0
-121.6948,3,white-salmon-creek-snowshoe,"White Salmon Creek Snowshoe",3.7,k!,300,48.9035,2400,,10.0
-121.2769,4,white-pass-pilot-ridge-loop,"White Pass - Pilot Ridge Loop",5.0,rlwofmvsaped,7500,48.0534,6360,,29.2
-121.3924,0,white-pass-nordic-center,"White Pass Nordic Center",0.0,lwvp!,250,46.6397,4500,,1.9
-121.6929,4,wild-goose,"Wild Goose",3.2,lfvd,1100,48.8471,5100,,1.4
-120.0944,0,wild-horse-wind-and-solar-facilities-bitterroot-trail,"Whiskey Dick Wildlife Area - Bitterroot Trail",0.0,md,185,46.9607,,,1.0
-121.6357,1,wonderland-trail-box-canyon-to-indian-bar,"Wonderland Trail - Box Canyon to Indian Bar",5.0,e,,46.7656,,,
-121.4025,3,windy-pass-mount-catherine-snowshoe,"Windy Pass - Mount Catherine Snowshoe",2.7,sa!,2300,47.3961,5052,,9.0
-122.1361,7,windy-ridge,"Windy Ridge Trail",3.1,mvp,200,46.2499,4200,,4.0
-120.2992,5,wolf-creek,"Wolf Creek",2.8,omvae,4270,48.4841,5738,http://wta.org/kml/wolf-creek.kmz,21.0
-123.5036,4,wolf-creek-1,"Wolf Creek",3.0,rfva,1400,47.9704,5100,,16.2
-121.6029,4,wobbly-creek,"Wobbly Creek",2.8,,,46.4393,,,
-121.5088,1,windy-pass-to-stampede-pass,"Pacific Crest Trail - Windy Pass to Stampede Pass",3.0,,,47.4832,,,
-120.6751,11,windy-pass,"Windy Pass",3.5,mvpkd,1300,48.7321,6900,,7.0
-121.8315,5,windy-gap-natural-bridge,"Yellowstone Cliffs and Windy Gap",3.6,vap,3500,46.9771,5800,,13.0
-121.7626,4,yellow-jacket,"Hat Rock-Yellow Jacket Pass",3.0,mvs,1200,46.4323,5200,,5.5
-121.8122,3,wonderland-trail-snowshoe,"Wonderland Trail Snowshoe",3.7,ra,1300,46.7503,4100,,7.6
-121.9018,5,wright-meadows,"Wright Meadow",1.8,a,380,46.2087,3730,,3.0
-121.9601,4,woods-creek,"Woods Creek",2.8,of,0,46.4623,1100,,2.5
-123.5852,7,wynoochee-lake,"Wynoochee Lake",2.9,l,1100,47.4084,950,,12.0
-123.6024,4,working-forest-nature-trail,"Working Forest Nature Trail",3.0,,,47.3912,,,
-122.8538,5,woodard-bay-conservation-area,"Woodard Bay Conservation Area",2.4,cak,,47.1269,,,3.5
-122.1112,6,zig-zag-lake,"Zig Zag Lake",3.2,loa,600,45.8464,4000,,1.0
-120.4760,7,yakima-rim-skyline,"Yakima Skyline Trail",3.7,rmsad,1800,46.7127,,,4.0
-123.1468,6,young-hill-and-bell-point,"Young Hill",3.0,cvakd,600,48.5866,650,,2.2
-121.6625,40,yellow-aster-butte,"Yellow Aster Butte",4.2,fmvpd,2550,48.9435,6150,,7.5
-120.5322,4,yakima-greenway,"Yakima Greenway",3.8,rlfvakd,100,46.6250,1130,,10.0
-121.4235,5,wright-mountain,"Wright Mountain",3.6,lvs,,47.4456,5430,,11.4
-120.9641,7,yellow-hill,"Yellow Hill",2.7,,,47.2955,,,
-121.6492,2,zig-zag-trail,"Zig Zag Trail ",1.5,,,47.4315,,,
-121.6548,6,youth-on-age,"Youth-on-Age Interpretive Trail",2.7,ofmakd,0,48.0710,,,0.2
-120.3526,0,jacobson-preserve,"Jacobson Preserve",0.0,msakd,340,47.4113,1440,,
-117.6185,1,tucannon-trail-3135,"Tucannon Trail",3.0,rmvekd,800,46.1887,4200,,9.0
-122.1854,1,siouxson-creek-and-chinook-falls,"Siouxson Creek and Chinook Falls",3.0,rfkd,600,45.9430,,,8.5
-122.2693,0,larch-mountain-silver-star,"Larch Mountain (Silver Star)",0.0,,1150,45.7214,3496,,5.6
-123.0239,0,american-camp-and-south-beach,"American Camp and South Beach",0.0,,180,48.4645,180,,2.8
-121.2622,5,scorpion-mountain,"Scorpion Mountain",4.2,fmvspd,2500,47.7966,5540,,8.6
-122.4712,0,interurban-trail,"Interurban Trail",0.0,cwvd,300,48.6587,350,,11.8
-123.2594,3,rain-shadow-loop,"Rain Shadow Loop",4.0,mvsk,170,47.9546,6007,,0.5
-122.2493,0,green-river-trail,"Green River Trail",0.0,rfakd,0,47.4680,50,,19.7
-122.7429,0,vancouver-lake,"Vancouver Lake",0.0,fakd,0,45.6790,10,,2.5
-120.2158,0,dark-peak,"Dark Peak",0.0,rlovs,,47.9696,8513,,16.0
-121.4433,0,chair-peak,"Chair Peak",0.0,vspd,,47.4154,6244,,9.0
-123.2045,1,turn-point-lighthouse,"Turn Point Lighthouse",5.0,cvakd,280,48.6765,300,,6.0
-123.8235,0,lyre-conservation-area,"Lyre Conservation Area",0.0,cakd,0,48.1473,0,,2.5
-121.4598,0,colquhon-peak,"Colquhon Peak",0.0,,600,47.1322,5173,,2.6
-122.6927,0,washington-park,"Washington Park",0.0,,280,48.4991,250,,2.2
-123.1784,0,george-c-reifel-migratory-bird-sanctuary,"George C Reifel Migratory Bird Sanctuary",0.0,,0,49.0985,10,,1.5
-122.0826,0,ghost-lake,"Ghost Lake",0.0,,640,46.3051,4000,,5.2
-117.1017,0,kalispell-rock,"Kalispell Rock",0.0,,1490,48.6337,5200,,5.6
-118.0713,0,lewis-and-clark-trail-state-park,"Lewis and Clark Trail State Park",0.0,,0,46.2896,1400,,0.8
-122.1827,6,mount-st.-helens-summit-worm-flow-route,"Mount St. Helens Summit - Worm Flows Route",4.2,vs!,5699,46.1426,8364,,12.0
-121.0977,1,thunder-mountain,"Thunder Mountain",5.0,,,47.7188,,,
-121.9955,0,crescent-lake-1,"Crescent Lake",0.0,lmvakd,18,47.8166,86,,2.0
-122.5679,0,trillium-community-forest-land,"Trillium Community Forest Land",0.0,lofmakd,100,48.0501,260,,5.5
-122.4652,0,shinglemill-creek-preserve,"Shinglemill Creek Preserve",0.0,rokd,300,47.4670,400,,3.0
-117.4876,0,palisades-park,"Palisades Park",0.0,fmvakd,500,47.6672,2200,,7.0
-122.3293,0,lake-ballinger-park,"Lake Ballinger Park",0.0,lfkd,,47.7897,,,
-121.8555,8,kautz-creek-to-indian-henrys-hunting-ground,"Kautz Creek to Indian Henry's Hunting Ground",3.1,rmvp,3800,46.7364,5335,,11.0
-122.3391,0,tammi-wilson-memorial-trail-gages-slough-trail,"Tammi Wilson Memorial Trail (Gages Slough Trail)",0.0,rvkd,,48.4600,,,0.8
-120.7025,0,buckner-orchard-walk,"Buckner Orchard Walk",0.0,rmvk,,48.3405,1200,,1.6
-122.0941,1,echo-mountain,"Echo Mountain",2.0,,400,47.4370,880,,4.0
-122.6706,0,guemes-channel-and-ship-harbor,"Guemes Channel and Ship Harbor",0.0,,0,48.5036,10,,1.6
-122.6363,0,big-beaver-pond,"Big Beaver Pond",0.0,,120,48.4916,370,,2.7
-123.1317,0,briggs-lake,"Briggs Lake",0.0,,260,48.5977,340,,4.0
-123.0989,0,king-sisters-preserve,"King Sisters Preserve",0.0,,75,48.5292,150,,1.4
-70.2491,0,mount-spokane-state-park-mount-kit-carson-loop-road,"Mount Spokane State Park - Mount Kit Carson Loop Road",0.0,womvakd,1300,44.7212,5220,,13.0
-122.4548,0,dockton-forest,"Dockton Forest",0.0,ofkd,,47.3672,,,9.0
-122.3604,1,boeing-creek-park,"Shoreview and Boeing Creek Parks",2.0,lvakd,,47.7518,,,4.0
-122.5006,1,copy_of_pioneer-park,"Pioneer Park",2.0,,,48.3853,,,
-117.2910,0,dishman-hills,"Dishman Hills",0.0,ma,,47.6503,,,4.0
-122.6903,0,burnt-bridge-creek-stewart-glen-section,"Burnt Bridge Creek - Stewart Glen Section",0.0,rfmkd!,0,45.6733,50,,2.6
-122.4071,0,lacamas-park-round-lake-to-lower-falls,"Lacamas Park - Round Lake to Lower Falls",0.0,lwkd,190,45.6039,200,,3.4
-122.5802,0,burnt-creek-bridge-eastern-section,"Burnt Bridge Creek - Eastern Section",0.0,fmakd!,20,45.6359,,,3.6
-122.6150,0,burnt-creek-bridge-middle-section,"Burnt Bridge Creek - Middle Section",0.0,fmakd!,120,45.6345,,,7.6
-122.8460,0,cascade-falls,"Cascade Falls",0.0,,420,48.6480,690,,3.1
-117.4297,0,south-hill-bluff,"South Hill Bluff",0.0,,350,47.6286,2340,,3.0
-123.6481,7,north-fork-quinault-river-halfway-house,"North Fork Quinault River-Halfway House",3.0,,400,47.5757,900,,10.2
-123.5527,1,maidenhair-falls,"Maidenhair Falls",4.0,w,0,47.4480,,,1.0
-117.1967,0,antoine-peak-conservation-area-summit-loop,"Antoine Peak Conservation Area - Summit Loop",0.0,vsd!,600,47.7188,,,5.5
-122.3619,0,llandover-woods-greenspace,"Llandover Woods Greenspace",0.0,fd,60,47.7341,170,,0.7
-119.6463,0,sinlahekin-natural-area,"Sinlahekin Natural Area",0.0,rvak,0,48.7909,2700,,8.0
-119.1236,0,bonaparte-lake-trail,"Bonaparte Trail",0.0,lsd,2700,48.8129,7250,,11.0
-118.1697,0,south-fork-walla-walla-river,"South Fork Walla Walla River",0.0,rmved,2885,45.8305,5000,,39.2
-121.7358,7,blue-lake-creek,"Blue Lake Creek",2.9,lwed,2100,46.4037,4000,,4.8
-122.0480,0,big-rock-trail,"Big Rock Trail",0.0,mkd,,47.6002,,,1.2
-121.9370,0,bertha-may-and-granite-lakes,"Bertha May and Granite Lakes",0.0,lfvkd,200,46.7069,4400,,4.0
-121.6186,0,mitchell-point,"Mitchell Point",0.0,rvs,1200,45.7029,1533,,2.6
-122.6102,0,cochrane-memorial-park,"Cochrane Memorial Park",0.0,fvkd,,46.9374,,,
-122.6807,1,kopachuck-state-park-trail,"Kopachuck State Park Trail",5.0,comvkd,25,47.3085,25,,1.0
-121.1921,3,suiattle-river-trail,"Suiattle River Trail",3.7,rwoekd,900,48.2481,2500,,13.8
-117.4209,0,little-spokane-river-natural-area-waikiki-springs,"Little Spokane River Natural Area: Waikiki Springs",0.0,,,47.7717,,,
-121.8304,5,langille-peak,"Langille Peak",2.4,mvs,2100,46.3817,5372,,5.0
-121.9364,6,grand-ridge-park,"Grand Ridge Park",3.3,akd!,1100,47.5263,,,14.0
-121.6865,1,spada-lake-culmback-dam,"Spada Lake - Culmback Dam",2.0,lvakd,150,47.9754,,,1.0
-122.2160,0,volcano-view-trail,"Volcano View Trail",0.0,ofvk,400,46.1035,,,1.6
-123.3294,0,lebar-horse-camp-trail,"LeBar Horse Camp Trail",0.0,o,,47.4169,,,
-121.4946,0,norse-peak-lollipop-via-goat-lakes-trail,"Norse Peak Lollipop via Goat Lakes Trail",0.0,,,46.9716,,,
-122.4061,0,discovery-park-beach-and-history,"Discovery Park Beach and Highlands Loop",0.0,cfmvk,380,47.6579,345,,5.1
-122.4023,2,schmitz-preserve-park,"Schmitz Preserve Park",2.5,ofmakd,220,47.5776,325,,1.7
-122.5877,0,port-gamble-forest-beaver-pond-trail,"Port Gamble Forest - Beaver Pond Trail",0.0,lakd,,47.8402,,,2.0
-119.9358,0,alta-lake-state-park,"Alta Lake State Park",0.0,lfkd,,48.0294,,,2.0
-122.2480,0,interurban-trail-south,"Interurban Trail (South)",0.0,rvakd,0,47.4659,25,,14.7
-123.5273,1,wynoochee-falls,"Wynoochee Falls",5.0,wk,,47.4708,,,1.0
-121.6804,4,jay-lake,"Wallace Falls State Park - Jay Lake",3.5,lekd,,47.8679,,,12.2
-121.9707,1,al-borlin-park,"Al Borlin Park",2.0,rfkd,,47.8491,,,1.2
-117.5466,0,packers-trail,"Packer's Trail ",0.0,rmvpd,2600,46.0223,4800,,5.5
-122.2530,0,yale-reservoir-logging-road-trail,"Yale Reservoir Logging Road Trail",0.0,rfakd,300,46.0552,,,7.4
-121.9953,0,west-tiger-four-summit-loop,"West Tiger Four-Summit Loop",0.0,mvsapd,2830,47.5292,2948,,9.6
-120.8847,0,mount-mastiff-via-merritt-lake,"Mount Mastiff via Merritt Lake",0.0,vs,,47.7908,,,
-121.0024,3,scatter-peak,"Scatter Peak",2.7,,,47.4790,7031,,
-120.9478,2,teanaway-butte,"Teanaway Butte",3.5,vs,,47.3122,4760,,
-122.2601,1,southwest-loowit-loop,"Southwest Loowit Loop",4.0,lofmvae,2400,46.1691,5000,,12.7
-117.2863,0,elk-creek-falls,"Elk Creek Falls",0.0,wfvkd,300,48.8519,2820,,2.1
-117.1304,0,mount-spokane-state-park-trail-130-to-ccc-cabin,"Mount Spokane State Park - Trail 130 to CCC Cabin",0.0,ofmvd!,575,47.8859,,,5.0
-121.6926,9,table-mountain,"Table Mountain",4.3,v,725,48.8468,5700,,2.6
-122.5529,3,kukutali-preserve,"Kukutali Preserve",4.0,cofak,200,48.4210,230,,2.2
-122.3415,0,city-hall-to-pike-place,"City Hall to Pike Place",0.0,d,,47.6095,,,2.5
-117.1945,4,grassy-top,"Grassy Top",3.0,lmvsd,1000,48.8064,,,7.8
-117.2888,0,deep-ravine-loop-trail,"Deep Ravine Loop Trail",0.0,fkd,200,47.6550,,,2.0
-118.4665,0,old-stagecoach-trail-to-copper-butte,"Old Stagecoach Trail to Copper Butte",0.0,mvsd,1640,48.7027,,,6.0
-117.6194,0,tucannon-river-rattlesnake-loop,"Tucannon River - Rattlesnake Loop",0.0,rfmvsaped,2700,46.1890,,,21.0
-121.6437,1,glacier-basin-loop,"Glacier Basin Loop",5.0,lmvse,3100,46.9021,7400,,11.5
-122.1322,0,lake-hills-greenbelt,"Lake Hills Greenbelt",0.0,lfakd,50,47.5966,330,,2.3
-121.7687,0,moncton-ghost-town,"Moncton Ghost Town",0.0,lfkd,20,47.4347,940,,2.5
-121.1271,1,wellington-ghost-town,"Wellington Ghost Town",5.0,rvkd,20,47.7472,3000,,2.0
-121.6110,28,summerland-panhandle-gap,"Summerland - Panhandle Gap",4.4,lwofmvape,2950,46.8884,6800,,12.0
-121.4235,0,snow-lake-rock-creek-middle-fork-red-pass-commonwealth-basin-loop,"Rock Creek - Red Pass Loop",0.0,rwovp,5600,47.4454,5400,,17.0
-120.7806,0,beaver-loop,"Beaver Loop",0.0,rakd,0,48.7302,,,1.6
-121.9962,6,around-the-lake,"Around the Lake Trail",3.5,lakd!,0,47.5299,,,1.3
-122.0960,8,anti-aircraft-peak,"Anti-Aircraft Peak",3.0,lvad,625,47.5411,1525,,6.0
-122.1148,0,ardmore-trails,"Ardmore Park Trails",0.0,fmakd,170,47.6371,380,,1.5
-121.6547,0,anaconda-peak,"Anaconda Peak",0.0,vs,,48.0728,,,
-123.6519,5,appleton-pass,"Appleton Pass",3.4,wofmvpe,3230,47.9868,5050,,15.4
-121.6910,10,artist-point-snowshoe,"Artist Point Snowshoe",4.2,vpkd!,1000,48.8467,5100,,4.0
-123.0028,6,anderson-glacier,"Anderson Glacier",2.7,,,47.7249,,,
-122.6272,1,anacortes-community-forest-lands,"Heart Lake",4.0,lfakd,130,48.4751,620,,2.9
-121.6214,8,anderson-butte,"Anderson Butte",3.4,mvsd,1000,48.6750,5380,,3.0
-121.6910,7,artist-ridge,"Artist Ridge - Huntoon Point",3.3,fmvpkd,200,48.8467,5150,,1.2
-121.4049,6,arch-rock,"Arch Rock",4.7,mpd,1400,47.0930,5900,,12.0
-121.5196,9,american-lake,"American Lake",3.2,lmvped,1000,46.8694,5700,,14.0
-121.6017,14,anderson-and-watson-lakes,"Anderson and Watson Lakes",4.2,lwomvek,1100,48.6747,4900,,6.0
-122.2115,38,ape-cave,"Ape Caves",4.4,,350,46.1083,2450,http://wta.org/kml/ape-cave.kmz,2.8
-117.1962,1,antoine-peak-conservation-area,"Antoine Peak Conservation Area",5.0,fmvsakd,732,47.7168,3366,,9.0
-121.5944,5,angry-mountain,"Angry Mountain",2.6,vspd,3409,46.5184,6049,,16.8
-123.9021,3,ancient-groves,"Ancient Groves",4.7,romk,,47.9982,,,0.5
-121.9548,0,ames-lake-forest,"Ames Lake Forest",0.0,rla,,47.6455,,,
-120.9803,3,arrowhead-mountain,"Arrowhead Mountain",4.0,,,47.7711,,,
-122.0921,5,ape-canyon,"Ape Canyon",2.8,omva,1400,46.1647,2800,,11.0
-121.1680,5,american-ridge,"American Ridge",3.6,rlvped,2950,46.9695,6310,,12.0
-121.4744,102,annette-lake,"Annette Lake",3.6,rlwomved,1800,47.3927,3600,http://wta.org/kml/annette-lake.kmz,7.5
-119.9811,34,ancient-lakes,"Ancient Lakes",4.0,lwmaek!,625,47.1614,1200,,12.0
-122.8039,1,anderson-lake-state-park,"Anderson Lake State Park",2.0,lomakd,80,48.0179,320,,8.0
-120.8905,5,bear-canyon,"Bear Canyon",3.4,rfma,900,46.7064,,,4.0
-121.4559,48,barclay-lake,"Barclay Lake",3.9,rlofmvek,500,47.7917,2423,http://wta.org/kml/barclay-lake.kmz,4.4
-121.9030,4,bell-pass,"Bell Pass",3.0,mve,,48.6925,,,
-117.1075,4,bead-lake,"Bead Lake",2.8,loekd,400,48.2897,,,11.4
